"source_server","source_database","recorded_utc","database_collation","accgrp_rows","policy_rows","loc_rows","loccvg_rows"
pr0503-14002-00\LMRMSINSURANCE,HISCO_UKEU_01JAN26_010126_ROLLUP_ByLOB_GC_EDM,2026-09-24 19:01:27.604,SQL_Latin1_General_CP1_CI_AS,354830,662306,1008151,1053391
