"accgrpid","userid1","branchname","uwritrname"
83435,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83436,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83437,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83438,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83439,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83440,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83441,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83442,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83443,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83444,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83445,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83446,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83447,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83448,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83449,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83450,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83451,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83452,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83453,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83454,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83455,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83456,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83457,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83458,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83459,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83460,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83461,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83462,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83463,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83464,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83465,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83466,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83467,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83468,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83469,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83470,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83471,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83472,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83473,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83474,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83475,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83476,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83477,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83478,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83479,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83480,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83481,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83482,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83483,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83484,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83485,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83486,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83487,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83488,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83489,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83490,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83491,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83492,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83493,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83494,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83495,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83496,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83497,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83498,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83499,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83500,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83501,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83502,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83503,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83504,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83505,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83506,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83507,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83508,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83509,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83510,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83511,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83512,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83513,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83514,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83515,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83516,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83517,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83518,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83519,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83520,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83521,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83522,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83523,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83524,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83525,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83526,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83527,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83528,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83529,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83530,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83531,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83532,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83533,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83534,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83535,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83536,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83537,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83538,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83539,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83540,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83541,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83542,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83543,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83544,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83545,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83546,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83547,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83548,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83549,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83550,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83551,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83552,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83553,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83554,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83555,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83556,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83557,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83558,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83559,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83560,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83561,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83562,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83563,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83564,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83565,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83566,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83567,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83568,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83569,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83570,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83571,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83572,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83573,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83574,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83575,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83576,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83577,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83578,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83579,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83580,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83581,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83582,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83583,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83584,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83585,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83586,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83587,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83588,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83589,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83590,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83591,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83592,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83593,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83594,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83595,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83596,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83597,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83598,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83599,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83600,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83601,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83602,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83603,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83604,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83605,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83606,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83607,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83608,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83609,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83610,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83611,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83612,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83613,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83614,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83615,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83616,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83617,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83618,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83619,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83620,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83621,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83622,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83623,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83624,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83625,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83626,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83627,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83628,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83629,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83630,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83631,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83632,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83633,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83634,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83635,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83636,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83637,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83638,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83639,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83640,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83641,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83642,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83643,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83644,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83645,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83646,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83647,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83648,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83649,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83650,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83651,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83652,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83653,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83654,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83655,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83656,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83657,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83658,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83659,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83660,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83661,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83662,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83663,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83664,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83665,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83666,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83667,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83668,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83669,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83670,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83671,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83672,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83673,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83674,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83675,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83676,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83677,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83678,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83679,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83680,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83681,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83682,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83683,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83684,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83685,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83686,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83687,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83688,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83689,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83690,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83691,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83692,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83693,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83694,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83695,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83696,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83697,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83698,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83699,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83700,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83701,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83702,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83703,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83704,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83705,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83706,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83707,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83708,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83709,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83710,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83711,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83712,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83713,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83714,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83715,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83716,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83717,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83718,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83719,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83720,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83721,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83722,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83723,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83724,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83725,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83726,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83727,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83728,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83729,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83730,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83731,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83732,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83733,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83734,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83735,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83736,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83737,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83738,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83739,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83740,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83741,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83742,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83743,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83744,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83745,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83746,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83747,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83748,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83749,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83750,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83751,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83752,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83753,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83754,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83755,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83756,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83757,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83758,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83759,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83760,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83761,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83762,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83763,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83764,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83765,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83766,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83767,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83768,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83769,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83770,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83771,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83772,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83773,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83774,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83775,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83776,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83777,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83778,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83779,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83780,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83781,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83782,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83783,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83784,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83785,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83786,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83787,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83788,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83789,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83790,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83791,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83792,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83793,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83794,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83795,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83796,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83797,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83798,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83799,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83800,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83801,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83802,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83803,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83804,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83805,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83806,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83807,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83808,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83809,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83810,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83811,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83812,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83813,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83814,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83815,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83816,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83817,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83818,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83819,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83820,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83821,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83822,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83823,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83824,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83825,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83826,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83827,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83828,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83829,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83830,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83831,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83832,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
83833,HIC_HH_UK,United Kingdom,PropFA_Combined_UK_EU
