"accgrpid","userid1","branchname","uwritrname"
140300,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140301,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140302,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140303,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140304,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140305,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140306,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140307,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140308,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140309,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140310,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140311,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140312,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140313,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140314,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140315,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140316,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140317,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140318,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140319,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140320,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140321,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140322,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140323,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140324,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140325,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140326,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140327,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140328,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140329,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140330,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140331,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140332,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140333,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140334,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140335,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140336,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140337,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140338,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140339,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140340,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140341,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140342,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140343,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140344,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140345,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140346,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140347,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140348,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140349,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140350,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140351,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140352,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140353,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140354,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140355,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140356,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140357,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140358,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140359,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140360,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140361,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140362,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140363,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140364,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140365,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140366,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140367,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140368,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140369,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140370,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140371,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140372,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140373,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140374,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140375,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140376,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140377,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140378,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140379,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140380,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140381,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140382,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140383,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140384,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140385,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140386,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140387,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140388,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140389,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140390,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140391,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140392,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140393,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140394,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140395,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140396,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140397,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140398,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140399,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140400,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140401,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140402,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140403,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140404,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140405,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140406,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140407,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140408,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140409,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140410,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140411,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140412,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140413,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140414,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140415,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140416,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140417,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140418,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140419,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140420,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140421,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140422,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140423,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140424,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140425,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140426,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140427,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140428,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140429,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140430,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140431,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140432,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140433,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140434,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140435,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140436,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140437,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140438,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140439,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140440,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140441,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140442,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140443,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140444,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140445,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140446,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140447,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140448,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140449,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140450,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140451,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140452,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140453,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140454,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140455,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140456,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140457,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140458,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140459,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140460,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140461,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140462,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140463,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140464,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140465,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140466,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140467,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140468,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140469,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140470,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140471,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140472,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140473,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140474,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140475,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140476,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140477,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140478,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140479,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140480,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140481,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140482,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140483,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140484,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140485,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140486,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140487,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140488,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140489,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140490,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140491,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140492,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140493,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140494,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140495,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140496,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140497,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140498,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140499,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140500,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140501,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140502,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140503,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140504,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140505,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140506,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140507,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140508,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140509,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140510,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140511,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140512,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140513,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140514,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140515,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140516,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140517,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140518,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140519,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140520,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140521,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140522,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140523,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140524,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140525,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140526,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140527,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140528,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140529,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140530,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140531,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140532,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140533,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140534,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140535,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140536,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140537,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140538,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140539,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140540,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140541,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140542,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140543,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140544,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140545,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140546,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140547,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140548,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140549,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140550,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140551,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140552,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140553,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140554,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140555,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140556,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140557,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140558,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140559,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140560,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140561,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140562,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140563,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140564,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140565,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140566,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140567,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140568,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140569,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140570,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140571,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140572,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140573,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140574,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140575,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140576,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140577,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140578,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140579,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140580,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140581,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140582,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140583,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140584,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140585,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140586,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140587,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140588,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140589,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140590,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140591,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140592,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140593,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140594,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140595,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140596,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140597,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140598,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140599,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140600,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140601,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140602,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140603,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140604,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140605,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140606,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140607,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140608,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140609,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140610,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140611,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140612,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140613,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140614,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140615,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140616,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140617,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140618,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140619,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140620,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140621,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140622,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140623,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140624,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140625,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140626,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140627,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140628,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140629,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140630,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140631,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140632,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140633,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140634,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140635,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140636,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140637,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140638,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140639,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140640,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140641,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140642,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140643,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140644,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140645,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140646,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140647,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140648,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140649,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140650,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140651,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140652,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140653,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140654,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140655,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140656,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140657,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140658,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140659,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140660,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140661,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140662,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140663,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140664,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140665,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140666,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140667,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140668,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140669,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140670,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140671,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140672,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140673,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140674,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140675,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140676,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140677,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140678,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140679,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140680,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140681,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140682,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140683,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140684,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140685,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140686,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
140687,HIC_COMM_UK,United Kingdom,PropFA_Combined_UK_EU
